pmid	date	type	jabbrv	n.authors	n.words
16041516	2005-07-26	Journal Article	Anal Bioanal Chem	2	4
16059775	2005-08-02	Journal Article	Calcif Tissue Int	7	14
16075937	2005-08-04	Journal Article	J Water Health	3	18
16078288	2005-08-04	Journal Article	Br J Surg	4	15
16083429	2005-08-09	Comment	J Spec Pediatr Nurs	1	4
16083794	2005-08-09	Journal Article	J Allergy Clin Immunol	4	12
16084061	2005-08-09	Other	Genomics	3	6
16125556	2005-08-30	Journal Article	Theriogenology	5	14
16164992	2005-09-17	Journal Article	Biochimie	5	7
16189362	2005-09-29	Journal Article	JAMA	5	6
16191187	2005-09-30	Journal Article	Semin Dial	2	16
16231855	2005-10-20	Journal Article	Clin Lymphoma Myeloma	4	4
16267574	2005-11-04	Journal Article	Nat Mater	3	8
16272842	2005-11-08	Case Reports	J Comput Assist Tomogr	7	16
16275384	2005-11-09	Journal Article	J Allergy Clin Immunol	8	9
16327782	2005-12-06	Journal Article	Nat Neurosci	4	12
16357589	2005-12-17	Journal Article	Epidemiology	9	10
16385956	2006-01-03	Journal Article	Bull Environ Contam Toxicol	3	20
16421580	2006-01-20	Other	Nat Chem Biol	2	5
16459824	2006-02-08	Other	Water Sci Technol	3	13
16504962	2006-03-01	Journal Article	Eur J Med Res	4	21
16518871	2006-03-07	Other	Proteomics	8	14
16521613	2006-03-09	Journal Article	J Health Hum Serv Adm	2	6
16543590	2006-03-18	Journal Article	Radiology	7	13
16617177	2006-04-18	Other	J Neurophysiol	2	14
16702950	2006-05-17	Journal Article	Oncogene	5	10
16718832	2006-05-24	Journal Article	World J Gastroenterol	2	8
16769377	2006-06-14	Journal Article	J Pediatr	8	22
16784243	2006-06-21	Journal Article	Biochemistry	6	15
16786426	2006-06-21	Journal Article	Behav Genet	3	31
16788739	2006-06-22	Journal Article	Biotechnol Lett	7	5
16871401	2006-07-28	Journal Article	Acta Neuropathol	6	24
16878761	2006-08-02	Case Reports	J Vet Dent	1	9
16879012	2006-08-02	Journal Article	Arch Pathol Lab Med	1	10
16913521	2006-08-18	Journal Article	Nurs Times	1	6
16913970	2006-08-18	Editorial	Transpl Infect Dis	2	10
16928244	2006-08-25	Journal Article	J Dtsch Dermatol Ges	1	3
16968657	2006-09-14	Journal Article	Vaccine	5	15
17038041	2006-10-14	Journal Article	Eur J Neurol	7	10
17054484	2006-10-24	Journal Article	J Vet Med A Physiol Pathol Clin Med	7	12
17072484	2006-10-31	Journal Article	Mem Inst Oswaldo Cruz	5	13
17125865	2006-11-28	Other	Radiother Oncol	2	24
17129150	2006-11-30	Journal Article	J Chem Phys	4	13
17144927	2006-12-06	Journal Article	BMC Med Inform Decis Mak	6	11
17195673	2007-01-02	Journal Article	J Econ Entomol	6	19
17220053	2007-01-16	Journal Article	Arzneimittelforschung	4	18
17223753	2007-01-17	Journal Article	J Am Vet Med Assoc	5	12
17262889	2007-01-31	Other	Phytother Res	6	14
17279016	2007-02-07	Comment	Med Care	2	7
17298651	2007-02-15	Other	Addiction	5	12
17321873	2007-02-27	Journal Article	Otolaryngol Head Neck Surg	5	10
17345604	2007-03-09	Journal Article	Hum Mutat	12	15
17398378	2007-04-03	Journal Article	J Vasc Surg	7	20
17400609	2007-04-03	Journal Article	J Leukoc Biol	7	20
17421047	2007-04-11	Journal Article	Biotechnol Bioeng	2	14
17424545	2007-04-11	Journal Article	Can Vet J	1	6
17440420	2007-04-19	Journal Article	Crit Care Med	11	14
17523707	2007-05-26	Journal Article	Clin Drug Investig	8	15
17544606	2007-06-05	Journal Article	Int J Pharm	7	13
17586008	2007-06-26	Case Reports	Surg Neurol	4	20
17587456	2007-06-26	Journal Article	BMC Bioinformatics	2	9
17628380	2007-07-14	Journal Article	Eur J Radiol	6	13
17641595	2007-07-21	Other	J Sports Med Phys Fitness	4	21
17657826	2007-07-28	Journal Article	J Mass Spectrom	4	15
17672254	2007-08-04	Journal Article	Am J Dent	2	18
17701923	2007-08-19	Journal Article	Urol J	2	8
17728231	2007-08-31	Journal Article	J Virol	14	11
17767352	2007-09-04	Journal Article	ScientificWorldJournal	2	7
17898079	2007-09-28	Journal Article	Mol Biol Cell	5	11
17904896	2007-10-02	Journal Article	Int J Med Inform	4	17
17937394	2007-10-17	Journal Article	Dev Dyn	5	19
17965385	2007-10-30	Journal Article	J Environ Qual	4	9
17965807	2007-10-30	Journal Article	Saudi Med J	3	14
17996547	2007-11-13	Journal Article	J Manipulative Physiol Ther	1	15
17997533	2007-11-14	Journal Article	J Phys Chem A	5	12
18018494	2007-11-21	Journal Article	Manag Care	1	27
18066967	2007-12-11	Journal Article	Int J Toxicol	4	21
18159047	2007-12-27	Journal Article	JAMA	1	9
18183732	2008-01-11	Journal Article	Health Care Strateg Manage	1	8
18200799	2008-01-19	Editorial	Vasc Health Risk Manag	0	22
18201867	2008-01-19	Case Reports	Reprod Toxicol	5	9
18208600	2008-01-23	Journal Article	Nutr J	5	37
18272575	2008-02-15	Journal Article	J Virol	3	11
18282823	1990-01-01	Journal Article	IEEE Trans Neural Netw	2	4
18287897	2008-02-22	Journal Article	J Perinat Neonatal Nurs	3	7
18315777	2008-03-05	Journal Article	J Clin Pharm Ther	4	14
18338300	2008-03-14	Other	Traffic Inj Prev	3	9
18369646	2008-03-29	Journal Article	Acta Neuropathol	8	19
18379390	2008-04-02	Journal Article	Spine	7	12
18463563	2008-05-09	Journal Article	Molecules	3	3
18466041	2008-05-10	Journal Article	Environ Toxicol Chem	2	15
18523552	2008-06-05	Journal Article	PLoS ONE	23	9
18545245	2008-07-24	Journal Article	Bone Marrow Transplant	6	10
18545630	2008-06-12	Journal Article	Opt Express	2	14
18568034	2008-06-24	Journal Article	Nat Med	14	16
18580710	2008-06-27	Comment	South Med J	1	7
18604576	2008-07-08	Journal Article	J Ind Microbiol Biotechnol	3	12
18629303	2008-07-17	Other	Comp Funct Genomics	0	16
18631660	1980-07-15	Journal Article	Virology	2	14
18637113	2008-07-19	Journal Article	Eur J Cancer Care (Engl)	2	16
18667053	2008-08-01	Journal Article	BMC Bioinformatics	5	16
18694459	2008-08-13	Journal Article	Plant J	5	21
18703849	2008-08-16	Journal Article	Acta Crystallogr D Biol Crystallogr	2	15
18726469	2008-08-30	Journal Article	Sci China, C, Life Sci	7	15
18836848	2008-10-07	Journal Article	J Inherit Metab Dis	1	19
19007594	2008-11-15	Other	J Am Coll Cardiol	11	8
19009491	2008-11-15	Comment	Endoscopy	3	8
19016566	2008-11-20	Journal Article	Electrophoresis	3	14
19029941	2008-11-26	Journal Article	Oncogene	2	11
19044222	2008-12-03	Case Reports	Clin EEG Neurosci	4	5
19090200	2007-09-01	Journal Article	Pak J Biol Sci	2	11
19093808	1995-01-01	Journal Article	Annu Rev Psychol	3	3
19105547	2008-12-25	Journal Article	JAAPA	1	8
19165017	2009-01-24	Case Reports	J Craniofac Surg	3	7
19233511	2009-02-24	Journal Article	Am J Infect Control	2	9
19319916	2009-03-26	Journal Article	Small	9	24
19336740	2009-04-02	Journal Article	Haematologica	8	16
19379877	2009-04-22	Journal Article	Ann Thorac Surg	6	21
19394470	2009-04-28	Other	J Am Diet Assoc	4	29
19427424	2009-05-12	Journal Article	Am J Cardiol	13	17
19437278	2009-05-14	Journal Article	J Agromedicine	5	9
19450608	2009-05-20	Journal Article	J Mol Biol	2	8
19462441	2009-05-23	Journal Article	Int J Cancer	6	22
19499260	2009-06-06	Journal Article	Environ Sci Pollut Res Int	7	24
19519962	2009-06-13	Comment	Crit Care	3	19
19589730	2009-07-11	Journal Article	Clin Immunol	6	14
19610353	2009-07-21	Journal Article	J Food Prot	3	14
19620612	2009-07-22	Journal Article	Neurology	8	14
19637928	2009-07-30	Journal Article	J Am Chem Soc	6	15
19719025	2009-09-02	Journal Article	Future Child	2	12
19893659	2008-07-01	Journal Article	Ann Indian Acad Neurol	1	5
19915730	2009-11-17	Journal Article	Front Behav Neurosci	5	11
19932864	2009-11-26	Journal Article	Nutr Res	4	19
19937741	2009-11-26	Journal Article	Dev Psychobiol	3	14
19956491	2005-04-01	Journal Article	Cancer Res Treat	13	17
19959598	2009-12-05	Journal Article	Tree Physiol	7	15
19997333	2009-12-10	Journal Article	Opt Express	8	17
20042267	2010-01-01	Journal Article	J Environ Manage	5	15
20308237	2010-03-24	Case Reports	Pract Neurol	5	10
20361973	2010-04-07	Journal Article	J Insect Physiol	4	14
20391280	2010-04-15	Journal Article	Teach Learn Med	3	18
20450306	2010-05-11	Journal Article	Ophthalmic Genet	6	16
20485213	2010-05-21	Journal Article	J Nurs Adm	1	11
20556367	2010-06-18	Journal Article	Exp Brain Res	6	15
20597600	2010-07-06	Journal Article	J Neurosurg	3	9
20647116	2010-07-22	Journal Article	Otolaryngol Head Neck Surg	5	18
20655195	2010-07-27	Journal Article	Curr Opin Struct Biol	2	6
20666234	2010-07-30	Journal Article	IAVI Rep	1	11
20683192	2010-08-05	Journal Article	Eur J Gastroenterol Hepatol	9	13
20729809	2010-08-24	Journal Article	EMBO J	2	20
20827656	2010-09-10	Journal Article	Am J Perinatol	7	6
20830783	2010-09-11	Journal Article	Anat Rec (Hoboken)	7	18
20866724	2010-09-28	Journal Article	Phys Rev E Stat Nonlin Soft Matter Phys	2	13
20941505	2010-10-14	Other	Virchows Arch	10	13
20957409	2010-10-20	Journal Article	Biometals	9	11
20976519	2010-10-27	Journal Article	Cell Mol Life Sci	6	15
20978149	2010-10-28	Journal Article	Clin Cancer Res	13	23
21045015	2010-11-04	Journal Article	Carcinogenesis	3	17
21056481	2010-11-09	Journal Article	Arch Gerontol Geriatr	3	17
21119557	2010-12-02	Other	South Med J	2	16
21142775	2010-12-15	Other	J Matern Fetal Neonatal Med	6	12
21175815	2010-12-24	Journal Article	J Gastroenterol Hepatol	11	10
21179086	2010-12-24	Journal Article	Nature	57	16
21179894	2010-12-25	Other	J Am Vet Med Assoc	1	18
21252356	2011-01-22	Journal Article	Int J Soc Psychiatry	5	10
21316236	2011-02-15	Journal Article	Bioorg Med Chem Lett	6	15
21321568	2011-02-16	Other	Nat Rev Nephrol	7	12
21331617	2011-02-19	Journal Article	Heart Vessels	10	13
21334352	2011-02-22	Journal Article	Physiol Behav	7	20
21432861	2011-03-25	Clinical Trial	Biomed Chromatogr	6	21
21454394	2011-04-02	Journal Article	Perit Dial Int	12	21
21502541	2011-04-20	Journal Article	Blood	9	18
21650323	1997-10-01	Journal Article	Environ Sci Technol	0	12
21688328	2011-06-21	Journal Article	Chirality	4	15
21699293	2011-06-28	Journal Article	Phys Rev Lett	4	10
21702401	2011-06-28	Comment	J Support Oncol	1	7
21716987	2011-07-01	Case Reports	Quintessence Int	6	17
21720548	2011-07-02	Journal Article	PLoS ONE	7	8
21782808	2011-07-26	Clinical Trial	Clin Biochem	5	18
21787396	2011-07-27	Other	Ital J Pediatr	6	12
21807271	2011-08-03	Other	JEMS	0	2
21809733	2011-08-04	Other	Isr Med Assoc J	6	15
21822225	2011-08-09	Other	Nat Biotechnol	1	9
21826275	2011-08-10	Journal Article	ISRN Obstet Gynecol	7	33
21953818	2011-09-29	Journal Article	Angew Chem Int Ed Engl	6	10
21955614	2011-10-01	Journal Article	Cancer Lett	7	17
21963650	2011-10-04	Journal Article	Exp Neurol	5	13
21998787	2010-07-01	Journal Article	J Dent (Tehran)	3	22
22003277	2011-10-18	Journal Article	J Child Fam Stud	2	21
22072743	2011-11-11	Journal Article	J Clin Endocrinol Metab	15	16
22091669	2011-11-19	Journal Article	Neural Comput	2	8
22186232	2011-12-22	Journal Article	DNA Repair (Amst)	5	11
22192721	2012-01-04	Journal Article	J Am Coll Cardiol	3	17
22194315	2011-12-24	Other	Trends Amplif	6	32
22198348	2011-12-27	Journal Article	Biotechnol Lett	6	16
22247807	2012-01-17	Journal Article	J Gynecol Oncol	5	13
22271062	2012-01-25	Case Reports	Eur Child Adolesc Psychiatry	3	15
22272023	2010-09-01	Journal Article	J Toxicol Pathol	5	16
22352749	2012-02-23	Journal Article	Curr Pharm Des	6	5
22365704	2012-03-01	Journal Article	Theriogenology	5	16
22408581	2012-03-13	Journal Article	Int J Environ Res Public Health	4	18
22438889	2012-03-23	Other	PLoS ONE	3	17
22460680	2012-03-31	Journal Article	Ophthalmic Plast Reconstr Surg	4	8
22492219	2012-04-12	Other	J Gastroenterol	1	7
22495610	2012-04-13	Journal Article	Hypertens Res	9	15
22544261	2012-05-01	Journal Article	Appl Environ Microbiol	8	16
22549919	2012-05-03	Journal Article	Small	7	14
22579994	2012-05-15	Journal Article	Food Chem Toxicol	5	23
22645164	2012-05-31	Other	Pers Soc Psychol Bull	2	6
22719354	2012-06-22	Journal Article	Acta Crystallogr Sect E Struct Rep Online	3	15
22723860	2012-06-23	Journal Article	PLoS ONE	2	9
22739443	2012-06-29	Journal Article	Virology	3	16
22766250	2012-07-07	Journal Article	Clin Exp Rheumatol	6	16
22843567	2012-07-31	Journal Article	Toxicol Sci	8	21
22857270	2012-08-04	Other	J Aerosol Med Pulm Drug Deliv	5	28
22884624	2012-08-14	Other	Neuropharmacology	9	25
22915428	2012-08-24	Journal Article	AJR Am J Roentgenol	7	18
22943243	2012-09-05	Journal Article	Ann R Coll Surg Engl	2	6
22960305	2012-09-11	Journal Article	Toxicol Lett	6	16
23006910	2012-09-26	Journal Article	Technol Health Care	5	12
23020724	2012-10-02	Journal Article	Arch Pathol Lab Med	1	9
23045633	2012-10-10	Journal Article	Proc Natl Acad Sci USA	2	5
23077749	2012-10-19	Journal Article	Cardiovasc J Afr	1	14
23118344	2012-11-03	Editorial	Heart	6	12
23142549	2012-11-13	Journal Article	Exp Parasitol	6	16
23144537	2012-11-13	Journal Article	Appl Phys B	9	21
23150567	2012-11-15	Journal Article	Proc Natl Acad Sci USA	2	14
23172341	2012-11-28	Journal Article	Sex Transm Infect	3	18
23202805	2012-12-04	Journal Article	Lab Chip	3	16
23206929	2012-12-05	Journal Article	Exp Eye Res	6	20
23219373	2012-12-12	Other	Eur Urol	3	41
23323171	2013-01-17	Case Reports	J Korean Neurosurg Soc	4	10
23333566	2013-01-22	Journal Article	Exp Neurol	4	25
23341554	2013-01-24	Other	Proc Natl Acad Sci USA	1	5
23347861	2013-01-26	Journal Article	JACC Cardiovasc Interv	11	18
23363597	2013-02-01	Journal Article	Mol Biol Cell	8	15
23372769	2013-02-02	Journal Article	PLoS ONE	8	13
23375714	2013-02-05	Journal Article	J Electromyogr Kinesiol	4	22
23407681	2009-07-01	Journal Article	Avicenna J Med Biotechnol	9	12
23417294	2013-02-19	Journal Article	Laryngoscope	7	10
23418187	2013-02-19	Journal Article	Bioinformatics	4	14
23431937	2013-02-26	Journal Article	Nurs Stand	1	8
23473006	2013-03-12	Journal Article	J Neurosurg Pediatr	12	7
23485230	2013-03-15	Clinical Trial	Eur J Cancer	7	37
23489284	2013-03-16	Journal Article	Health Soc Care Community	7	19
23497159	2013-03-19	Other	BMC Plant Biol	7	30
23506081	2013-03-20	Journal Article	Nano Lett	7	18
23530067	2013-03-27	Journal Article	J Cell Biol	2	11
23550838	2013-04-05	Other	Transfusion	7	13
23551138	2013-04-05	Journal Article	Eur J Neurosci	3	18
23605267	2005-06-01	Journal Article	Mycotoxin Res	2	13
23668989	2013-05-15	Other	Bioorg Med Chem Lett	11	11
23686631	2013-05-21	Journal Article	Acta Neurochir (Wien)	4	11
23715037	2013-05-30	Journal Article	J Antibiot	12	12
23755137	2013-06-12	Journal Article	PLoS ONE	5	20
23759360	2013-06-14	Journal Article	Eur J Oncol Nurs	3	16
23831073	2013-07-09	Journal Article	Urology	5	16
23891596	2013-07-31	Journal Article	Am J Emerg Med	6	15
23965500	2010-05-01	Journal Article	Int J Pharm Compd	1	14
23991618	2013-09-03	Journal Article	J Proteome Res	5	15
23997264	2013-09-03	Journal Article	Can Vet J	3	13
23998237	2013-09-04	Journal Article	Allergy Asthma Proc	6	8
24011373	2013-09-10	Journal Article	MSMR	1	12
24020586	2013-09-12	Journal Article	Tissue Eng Part A	3	22
24030098	2013-09-14	Clinical Trial	Ann Oncol	11	18
24030176	2013-09-14	Other	Neurosurgery	2	2
24046264	2013-09-21	Clinical Trial	Behav Res Methods	2	9
24062347	2013-09-26	Journal Article	Neurology	2	6
24101971	2013-10-09	Journal Article	Chem Sci	2	21
24121054	2013-10-15	Journal Article	Toxicol Appl Pharmacol	2	10
24138608	2013-10-22	Journal Article	Health Serv Res	10	10
24174586	2013-11-01	Journal Article	Neurology	12	11
24227626	2013-11-15	Journal Article	Catheter Cardiovasc Interv	10	28
24244117	2013-11-19	Journal Article	PLoS Comput Biol	6	16
24250114	2013-11-20	Journal Article	Bioinformation	2	14
24251251	2013-11-20	Journal Article	J Clin Neonatol	1	9
24254858	1996-06-01	Journal Article	J Prim Prev	2	8
24267444	2013-11-26	Journal Article	Prog Cardiovasc Dis	1	16
24278535	2010-12-01	Journal Article	Toxicol Res	4	11
24311212	1994-04-01	Journal Article	Photosyn Res	3	13
24317671	1979-01-01	Journal Article	Planta	3	18
24324097	2013-12-11	Journal Article	Anticancer Res	5	9
24332882	2013-12-18	Journal Article	Tuberculosis (Edinb)	8	14
24446674	2014-01-23	Journal Article	Anal Chem	2	14
24456351	2014-01-25	Journal Article	J Med Food	2	19
24512244	2014-02-12	Clinical Trial	Emotion	3	22
24520586	2014-02-14	Other	Pract Midwife	0	9
24593454	2014-03-07	Journal Article	Rev Sci Instrum	5	18
24594683	2014-03-07	Journal Article	PLoS ONE	4	15
24625344	2014-03-15	Other	BMC Geriatr	7	23
24627970	2014-03-19	Journal Article	Hereditas	11	13
24664276	2014-03-26	Journal Article	Circulation	31	17
24694737	2014-04-04	Other	Eur J Gastroenterol Hepatol	1	14
24723143	2014-04-12	Other	Clin Orthop Relat Res	1	12
24728008	2014-04-15	Journal Article	PLoS ONE	9	15
24748998	2012-10-12	Journal Article	Rep U S	7	16
24765041	2014-04-26	Journal Article	Acta Crystallogr Sect E Struct Rep Online	2	7
24807988	2014-05-09	Journal Article	IEEE Comput Graph Appl	1	8
24837112	2014-05-20	Journal Article	Am J Infect Control	17	23
24850305	2014-05-23	Journal Article	Acta Biochim Biophys Sin (Shanghai)	12	15
24887875	2014-06-03	Case Reports	Asian Cardiovasc Thorac Ann	5	10
24915097	2014-06-11	Journal Article	Acta Crystallogr F Struct Biol Commun	8	14
25014402	2014-07-12	Journal Article	J Biotechnol	8	17
25039797	2014-07-22	Journal Article	J Neuroendocrinol	3	13
25053093	2014-07-24	Journal Article	Food Chem	6	12
25055715	2014-07-25	Journal Article	J Otolaryngol Head Neck Surg	4	15
25076564	2014-08-01	Other	Can Nurse	0	4
25086852	2014-08-05	Journal Article	Radiother Oncol	5	13
25097568	2014-08-07	Journal Article	Arch Med Sci	8	27
25129766	2014-08-19	Journal Article	Carbohydr Polym	3	12
25141147	2014-08-21	Journal Article	Am Nat	2	13
25151370	2014-08-26	Journal Article	J Mol Histol	8	16
25172670	2014-08-31	Clinical Trial	Cont Lens Anterior Eye	6	12
25202411	2014-09-10	Journal Article	Oncol Lett	9	8
25225449	2014-09-17	Journal Article	Am J Health Syst Pharm	5	16
25259963	2014-09-27	Journal Article	Phys Rev Lett	4	10
25263250	2014-09-30	Journal Article	Langmuir	11	8
25306494	2014-10-13	Journal Article	J Shoulder Elbow Surg	3	10
25328233	2014-10-21	Journal Article	J Food Sci Technol	6	16
25374173	2014-11-07	Other	Asian Pac J Cancer Prev	7	21
25408779	2014-11-20	Journal Article	Open Orthop J	6	30
25413334	2014-11-22	Editorial	Expert Rev Anti Infect Ther	1	8
25423613	2014-11-26	Journal Article	ACS Appl Mater Interfaces	7	22
25472941	2014-12-05	Journal Article	Biol Lett	2	10
25480677	2014-12-07	Journal Article	Eur J Radiol	5	10
25514693	2014-12-17	Other	J Addict Nurs	2	18
25537649	2014-12-30	Journal Article	J Am Geriatr Soc	17	12
25574284	2015-01-13	Journal Article	J Microbiol Biol Educ	1	11
25628511	2015-01-30	Journal Article	Environ Health Insights	5	10
25652481	2015-02-06	Journal Article	Med Phys	6	11
25687847	2015-02-18	Case Reports	Cancer Res Treat	10	12
25704481	2015-02-24	Journal Article	Anat Rec (Hoboken)	1	16
25708086	2015-02-25	Journal Article	Cutan Ocul Toxicol	10	21
25792612	2015-03-21	Editorial	J R Soc Med	3	19
25832793	2015-04-04	Journal Article	BMJ	1	5
25834452	2015-04-04	Journal Article	Neuropsychiatr Dis Treat	3	6
25856317	2015-04-10	Other	PLoS ONE	1	11
25875442	2015-04-16	Journal Article	PLoS ONE	4	16
25910287	2015-04-25	Journal Article	Turk J Gastroenterol	5	9
25945546	2015-05-07	Case Reports	JAMA Surg	2	4
25954015	2015-05-09	Journal Article	Blood	7	15
25977020	2015-05-16	Journal Article	Food Chem	5	14
26009891	2015-05-27	Journal Article	PLoS ONE	7	18
26023630	2015-05-30	Case Reports	J Clin Diagn Res	5	11
26025636	2015-05-31	Journal Article	Biochim Biophys Acta	4	11
26046089	2015-06-06	Journal Article	Ann Transl Med	1	14
26052247	2015-06-09	Journal Article	Mol Breed	8	17
26101623	2014-01-01	Journal Article	J Nutr Sci	8	17
26110796	2015-06-26	Journal Article	Curr Opin Neurol	1	5
26114556	2015-06-27	Clinical Trial	PLoS ONE	7	25
26125107	2015-07-01	Other	Can J Gastroenterol Hepatol	5	17
26156941	2015-07-15	Journal Article	Scand J Public Health	6	16
26185175	2015-07-18	Journal Article	BMJ Open	5	18
26192587	2015-07-21	Journal Article	Ann Intern Med	1	18
26206743	2015-07-25	Other	BMJ	1	4
26233740	2015-08-04	Journal Article	Environ Sci Pollut Res Int	3	15
26237009	2015-08-04	Journal Article	Curr Protoc Immunol	4	10
26257243	2015-08-11	Journal Article	Biol Psychiatry	2	17
26282158	2015-08-19	Journal Article	J Allergy Clin Immunol Pract	3	11
26296217	2015-08-22	Journal Article	J Pediatr Orthop	4	15
26369667	2015-09-16	Journal Article	J Intellect Disabil Res	5	17
26457201	2015-10-13	Journal Article	Int J Nephrol	2	11
26515895	2015-10-31	Journal Article	Sci Rep	3	14
26594391	2015-11-26	Journal Article	Acta Crystallogr E Crystallogr Commun	5	18
26597635	2015-11-26	Case Reports	J Hosp Infect	10	20
26630863	2015-12-04	Case Reports	Dent Update	3	15
26639892	2015-12-08	Case Reports	Am J Med Genet A	6	9
26652085	2015-12-15	Journal Article	Glob J Health Sci	5	9
26686816	2015-12-22	Journal Article	J Acad Nutr Diet	5	12
26917252	2016-02-27	Journal Article	Trends Biotechnol	5	10
26917982	2016-02-27	Journal Article	Clin Med Insights Cardiol	2	17
26926754	2016-03-02	Journal Article	Mil Med	8	18
26943477	2016-03-05	Journal Article	Eur J Obstet Gynecol Reprod Biol	3	13
26958504	2016-03-10	Journal Article	Transl Lung Cancer Res	3	18
26970786	2016-03-15	Journal Article	Acta Chim Slov	6	16
27010090	2016-03-25	Journal Article	J Occup Health	6	18
27039946	2016-04-05	Journal Article	Circ J	4	10
27062441	2016-04-12	Editorial	FEBS J	6	15
27117871	2016-04-28	Journal Article	Brain Res	5	7
27179428	2016-05-18	Journal Article	Chemosphere	2	15
27191345	2016-05-19	Journal Article	Clin Exp Rheumatol	5	17
27295983	2016-06-15	Journal Article	BMC Cardiovasc Disord	1	13
27332567	2016-06-23	Journal Article	Nurs Stand	1	9
27340786	2016-06-25	Journal Article	Aquat Toxicol	6	7
27358527	2016-07-01	Journal Article	Indian J Surg	1	7
27377552	2016-07-06	Journal Article	Sci Rep	5	12
27415561	1988-02-06	Journal Article	Nurs Stand	0	2
27431705	1983-06-01	Journal Article	Phys Sportsmed	0	2
27435851	2016-07-21	Case Reports	BMJ Case Rep	5	12
27441370	2016-07-22	Journal Article	Skin Pharmacol Physiol	4	12
27482514	2016-08-03	Journal Article	Germs	5	12
27519006	2016-08-16	Journal Article	J Proteome Res	6	7
27520896	2016-08-16	Case Reports	Asian J Psychiatr	2	12
27546492	2016-08-23	Journal Article	Semin Arthritis Rheum	5	17
27582383	2016-09-02	Other	Injury	8	12
27587816	2016-09-03	Journal Article	Genome Announc	9	13
27635104	2016-09-17	Journal Article	Water Resour Res	4	11
27665473	2016-09-26	Journal Article	Biomed Pharmacother	9	14
27720739	2016-10-11	Case Reports	Gastroenterology	3	5
27736451	2009-02-10	Journal Article	Nurs Manag (Harrow)	1	2
27755121	2016-10-21	Journal Article	Curr Opin Rheumatol	2	5
27777276	2016-10-26	Journal Article	Am J Med Qual	10	19
27802164	2016-11-02	Journal Article	J Cell Sci	5	10
27831577	2016-11-11	Journal Article	Chem Commun (Camb)	9	19
27864784	2016-11-20	Journal Article	J Gen Intern Med	1	17
27894677	2016-11-30	Journal Article	J Hand Ther	4	9
27965769	2016-12-15	Journal Article	Asthma Res Pract	7	13
27984180	2016-12-17	Journal Article	Neuroscience	3	18
28069278	2017-01-11	Journal Article	Mar Pollut Bull	2	11
28088222	2017-01-16	Journal Article	BMC Psychiatry	5	10
28106362	2017-01-21	Journal Article	ACS Appl Mater Interfaces	9	19
28145369	1987-09-01	Journal Article	Indian J Dermatol Venereol Leprol	2	7
28236324	2017-02-27	Editorial	Plant Cell Environ	2	14
28259056	2017-03-05	Journal Article	J Inorg Biochem	6	16
28270675	2017-03-09	Case Reports	Am J Gastroenterol	5	10
28273114	2017-03-09	Journal Article	PLoS ONE	4	16
28458078	2017-05-02	Journal Article	J Adolesc	4	18
28462268	2015-10-26	Journal Article	Health Serv Res Manag Epidemiol	5	14
28492231	2017-05-12	Journal Article	Nat Commun	8	12
28495770	2017-05-13	Journal Article	Genome Announc	3	11
28530471	2017-05-23	Journal Article	J Dent Res	6	7
28531280	2017-05-23	Journal Article	J Gerontol A Biol Sci Med Sci	5	26
28559511	2017-06-01	Other	Int J Mycobacteriol	5	23
28587798	2017-06-08	Journal Article	Eur J Vasc Endovasc Surg	1	15
28635207	2017-06-22	Journal Article	Monaldi Arch Chest Dis	16	8
28658199	2017-06-29	Journal Article	Transplantation	11	11
28658551	2017-06-29	Journal Article	Immunol Rev	5	9
28682955	2017-07-07	Journal Article	Anesth Analg	5	18
28719765	2017-07-19	Journal Article	Appl Physiol Nutr Metab	4	17
28742781	2017-07-26	Other	Anesth Analg	2	6
28751307	2017-07-29	Journal Article	Biol Open	5	16
28754541	2017-07-30	Journal Article	Fitoterapia	11	9
28787353	2017-08-09	Journal Article	J Cardiopulm Rehabil Prev	6	19
28827922	2017-08-23	Editorial	Indian J Palliat Care	1	8
28877861	2017-09-08	Journal Article	JMIR Ment Health	5	27
28899103	2017-09-14	Journal Article	Antioxid Redox Signal	5	12
28915966	2017-09-17	Journal Article	Med Hypotheses	2	14
28930921	2017-09-21	Editorial	Pain	1	9
29047097	2017-10-20	Journal Article	Adv Exp Med Biol	1	7
29069322	2017-10-27	Journal Article	J Chromatogr Sci	7	22
29105524	2017-11-07	Case Reports	Gynecol Endocrinol	6	21
29208044	2017-12-07	Journal Article	BMC Res Notes	5	16
29280494	2017-12-28	Journal Article	J Physiol (Lond)	7	18
29296438	2016-01-01	Journal Article	J Radiosurg SBRT	9	13
29341983	2018-01-18	Journal Article	Pediatr Infect Dis J	9	18
29345149	2018-01-19	Journal Article	Future Oncol	2	13
29350774	2018-01-20	Journal Article	Hepatology	16	21
29350960	2018-01-20	Journal Article	Phys Rev Lett	3	13
29394406	2018-02-03	Editorial	Rheumatology (Oxford)	4	13
29401244	2018-02-06	Journal Article	Int Health	15	9
29423665	2018-02-10	Journal Article	Psychiatr Q	3	25
29461711	2016-05-01	Journal Article	Can J Cardiovasc Nurs	6	20
29465510	2018-02-22	Journal Article	J Occup Environ Med	7	10
29500184	2018-03-04	Journal Article	Gut	22	11
29519842	2018-03-10	Journal Article	Genome Announc	10	21
29524801	2018-03-11	Journal Article	Plant Physiol Biochem	5	25
